id,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045
Antal personer per bil,2.178,2.1786363636363637,2.179272727272727,2.179909090909091,2.1805454545454546,2.1811818181818183,2.1818181818181817,2.1824545454545454,2.183090909090909,2.183727272727273,2.1843636363636363,2.185,2.1865555555555556,2.188111111111111,2.1896666666666667,2.191222222222222,2.1927777777777777,2.1943333333333332,2.195888888888889,2.1974444444444443,2.199,2.2012,2.2034,2.2056,2.2077999999999998,2.21,2.215,2.2199999999999998,2.225,2.23,2.235,2.2426,2.2502,2.2578,2.2654,2.273
Energieffektivitet nya bensin och dieselbilar,1.69,1.7129999999999999,1.736,1.759,1.782,1.805,1.8279999999999998,1.851,1.8739999999999999,1.897,1.92,1.943,1.966,1.9889999999999999,2.012,2.035,2.058,2.081,2.104,2.127,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15
Energieffektivitet tunga lastbilar,2.548,2.6101,2.6722,2.7343,2.7964,2.8585000000000003,2.9206000000000003,2.9827,3.0448,3.1069,3.169,3.2311,3.2932,3.3553,3.4174,3.4795,3.5416,3.6037,3.6658,3.7279,3.79,3.832,3.874,3.916,3.958,4.0,4.03,4.0600000000000005,4.09,4.12,4.15,4.16,4.17,4.180000000000001,4.19,4.2
Andel biobränsle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,8.0,12.0,17.0,23.0,30.0,37.0,44.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,94.0,97.0,99.0,100.0
Energieffektivitet flygplan,249.0,252.05714285714285,255.1142857142857,258.1714285714286,261.2285714285714,264.2857142857143,267.34285714285716,270.4,273.45714285714286,276.51428571428573,279.57142857142856,282.62857142857143,285.6857142857143,288.74285714285713,291.8,294.85714285714283,297.9142857142857,300.9714285714286,304.0285714285714,307.0857142857143,310.1428571428571,313.2,316.25714285714287,319.3142857142857,322.37142857142857,325.42857142857144,328.48571428571427,331.54285714285714,334.6,337.65714285714284,340.7142857142857,343.7714285714286,346.8285714285714,349.88571428571424,352.9428571428571,356.0
Andel biodrivmedel,0.0,2.475,4.95,7.425000000000001,9.9,12.375,14.850000000000001,17.325,19.8,22.275000000000002,24.75,27.225,29.700000000000003,32.175000000000004,34.65,37.125,39.6,42.075,44.550000000000004,47.025,49.5,50.4,51.3,52.2,53.1,54.0,54.4,54.8,55.2,55.6,56.0,56.0,56.0,56.0,56.0,56.0
Andel eldrift,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,3.0,3.3,3.5999999999999996,3.9,4.2,4.5,4.8,5.1,5.3999999999999995,5.7,6.0,6.6,7.2,7.8,8.4,9.0,10.2,11.4,12.6,13.8,15.0,16.8,18.6,20.4,22.2,24.0
Flytande naturgas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,13000.0,22000.0,30000.0,40000.0,55000.0,70000.0,82000.0,90000.0,98000.0,103000.0,106000.0,107681.0,107500.0,107000.0,106132.0,105264.0,104396.0,103528.0,102660.0,101792.0,100924.0,100056.0,99188.0,98320.0,97452.0,96584.0,95716.0
Energieffektiv sjöfart,0.0,0.319,0.638,0.9570000000000001,1.276,1.595,1.9140000000000001,2.233,2.552,2.871,3.19,3.509,3.8280000000000003,4.147,4.466,4.785,5.104,5.423,5.742,6.061,6.38,6.644,6.908,7.172000000000001,7.436,7.7,7.84,7.98,8.120000000000001,8.26,8.4,8.46,8.52,8.58,8.639999999999999,8.7
Andel persontransport som är gång/cykeltrafik,2.63106919,2.6888157305,2.7465622709999997,2.8043088115,2.862055352,2.9198018924999998,2.977548433,3.0352949735,3.093041514,3.1507880545,3.2085345949999997,3.2662811355,3.324027676,3.3817742165,3.439520757,3.4972672975,3.555013838,3.6127603785,3.670506919,3.7282534595000003,3.786,3.9688,4.1516,4.3344000000000005,4.5172,4.7,5.0600000000000005,5.42,5.78,6.140000000000001,6.5,6.9698,7.4396,7.9094,8.3792,8.849
Andel persontransporter med tåg,8.21,8.3565,8.503,8.649500000000002,8.796000000000001,8.9425,9.089,9.2355,9.382000000000001,9.528500000000001,9.675,9.8215,9.968,10.114500000000001,10.261000000000001,10.4075,10.554,10.700500000000002,10.847000000000001,10.993500000000001,11.14,11.337333333333333,11.534666666666666,11.732000000000001,11.929333333333334,12.126666666666667,12.324,12.521333333333333,12.718666666666667,12.916,13.113333333333333,13.310666666666666,13.508,13.705333333333334,13.902666666666667,14.1
Andel resfria möten,52.0,52.108,52.216,52.324,52.432,52.54,52.647999999999996,52.756,52.864,52.972,53.08,53.187999999999995,53.296,53.403999999999996,53.512,53.62,53.727999999999994,53.836,53.943999999999996,54.052,54.16,54.87933333333333,55.59866666666667,56.318,57.03733333333333,57.75666666666667,58.476,59.19533333333333,59.91466666666667,60.634,61.35333333333333,62.07266666666667,62.792,63.51133333333333,64.23066666666666,64.95
Gods på järnväg,21567.0,21589.6,21612.2,21634.8,21657.4,21680.0,21702.6,21725.2,21747.8,21770.4,21793.0,21815.6,21838.2,21860.8,21883.4,21906.0,21928.6,21951.2,21973.8,21996.4,22019.0,22075.2,22131.4,22187.6,22243.8,22300.0,22400.0,22500.0,22600.0,22700.0,22800.0,22915.0,23030.0,23145.0,23260.0,23375.0
Gods med sjötransport,7851.0,7873.6,7896.2,7918.8,7941.4,7964.0,7986.6,8009.2,8031.8,8054.4,8077.0,8099.6,8122.2,8144.8,8167.4,8190.0,8212.6,8235.2,8257.8,8280.4,8303.0,8393.4,8483.8,8574.2,8664.6,8755.0,8845.4,8935.8,9026.2,9116.6,9207.0,9297.4,9387.8,9478.2,9568.6,9659.0
Fyllnadsgrad tung lastbil,13.17,13.2,13.24,13.27,13.3,13.34,13.37,13.4,13.43,13.47,13.5,13.53,13.57,13.6,13.63,13.67,13.7,13.73,13.77,13.8,13.83,13.88,13.94,14.0,14.07,14.15,14.24,14.34,14.44,14.55,14.67,14.8,14.94,15.08,15.23,15.43
Andel nybyggda flerbostadshus med prefabricerad betong,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5068,30.0136,30.5204,31.0272,31.534,32.0408,32.5476,33.0544,33.5612,34.068,34.5748,35.0816,35.5884,36.0952,36.602000000000004,37.1088,37.6156,38.1224,38.6292,39.136,39.6428,40.1496,40.656400000000005,41.1632,41.67
Andel biobränsle,2.388,3.748342857142857,5.1086857142857145,6.469028571428572,7.829371428571429,9.189714285714286,10.550057142857144,11.910400000000001,13.270742857142858,14.631085714285716,15.991428571428573,17.351771428571432,18.712114285714286,20.072457142857147,21.4328,22.79314285714286,24.153485714285715,25.513828571428576,26.87417142857143,28.23451428571429,29.594857142857144,30.955200000000005,32.31554285714286,33.67588571428572,35.03622857142857,36.39657142857143,37.75691428571429,39.11725714285715,40.4776,41.837942857142856,43.19828571428572,44.55862857142858,45.91897142857143,47.279314285714285,48.639657142857146,50.0
Andel CCS i avfallsförbränning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
Spillvärme till fjärrvärme,4122.0,4341.028571428571,4560.057142857143,4779.085714285714,4998.114285714286,5217.142857142857,5436.171428571429,5655.2,5874.228571428572,6093.257142857143,6312.285714285714,6531.314285714286,6750.342857142858,6969.371428571429,7188.4,7407.428571428572,7626.4571428571435,7845.4857142857145,8064.5142857142855,8283.542857142857,8502.571428571428,8721.6,8940.628571428571,9159.657142857144,9378.685714285715,9597.714285714286,9816.742857142857,10035.771428571428,10254.8,10473.828571428572,10692.857142857143,10911.885714285716,11130.914285714287,11349.942857142858,11568.971428571429,11788.0
Förnybar andel av avfall till energiåtervinning,64.0,64.25428571428571,64.50857142857143,64.76285714285714,65.01714285714286,65.27142857142857,65.52571428571429,65.78,66.03428571428572,66.28857142857143,66.54285714285714,66.79714285714286,67.05142857142857,67.30571428571429,67.56,67.81428571428572,68.06857142857143,68.32285714285715,68.57714285714286,68.83142857142857,69.08571428571429,69.34,69.59428571428572,69.84857142857143,70.10285714285715,70.35714285714286,70.61142857142858,70.86571428571429,71.12,71.37428571428572,71.62857142857143,71.88285714285715,72.13714285714286,72.39142857142858,72.64571428571429,72.9
Andel biobränsle för värme- och elproduktion,70.66,71.49828571428571,72.33657142857143,73.17485714285714,74.01314285714285,74.85142857142857,75.68971428571429,76.52799999999999,77.36628571428571,78.20457142857143,79.04285714285714,79.88114285714286,80.71942857142857,81.55771428571428,82.396,83.23428571428572,84.07257142857142,84.91085714285714,85.74914285714286,86.58742857142857,87.42571428571429,88.264,89.10228571428571,89.94057142857143,90.77885714285713,91.61714285714285,92.45542857142857,93.29371428571429,94.132,94.97028571428572,95.80857142857143,96.64685714285714,97.48514285714286,98.32342857142856,99.16171428571428,100.0
Andel torv ersatts med biobränsle,0.0,2.0,4.0,6.0,8.0,10.0,12.0,14.0,16.0,18.0,20.0,22.0,24.0,26.0,28.0,30.0,32.0,34.0,36.0,38.0,40.0,42.0,44.0,46.0,48.0,50.0,52.0,54.0,56.0,58.0,60.0,62.0,64.0,66.0,68.0,70.0
Mängd insamlad CO2 från fasta biobränslen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0
Konvertering till biobränsle,0.0,394.0,788.0,1183.0,1577.0,1971.0,2365.0,2760.0,3154.0,3548.0,3942.0,4337.0,4731.0,5125.0,5519.0,5913.0,6308.0,6702.0,7096.0,7490.0,7885.0,8279.0,8673.0,9067.0,9461.0,9856.0,10250.0,10644.0,11038.0,11433.0,11827.0,12221.0,12615.0,13010.0,13404.0,13798.0
Konvertering till värmepump,0.0,788.0,1577.0,2365.0,3154.0,3942.0,4731.0,5519.0,6308.0,7096.0,7885.0,8673.0,9461.0,10250.0,11038.0,11827.0,12615.0,13404.0,14192.0,14981.0,15769.0,16558.0,17346.0,18134.0,18923.0,19711.0,20500.0,21288.0,22077.0,22865.0,23654.0,24442.0,25231.0,26019.0,26808.0,27596.0
Konvertering till fjärrvärme,0.0,788.0,1577.0,2365.0,3154.0,3942.0,4731.0,5519.0,6308.0,7096.0,7885.0,8673.0,9461.0,10250.0,11038.0,11827.0,12615.0,13404.0,14192.0,14981.0,15769.0,16558.0,17346.0,18134.0,18923.0,19711.0,20500.0,21288.0,22077.0,22865.0,23654.0,24442.0,25231.0,26019.0,26808.0,27596.0
Biodrivmedel i arbetsmaskiner,0.87,1.0614285714285714,1.252857142857143,1.4442857142857144,1.6357142857142857,1.827142857142857,2.0185714285714287,2.21,2.4014285714285712,2.592857142857143,2.7842857142857143,2.9757142857142855,3.1671428571428573,3.3585714285714285,3.55,3.7414285714285715,3.932857142857143,4.124285714285714,4.315714285714286,4.507142857142857,4.698571428571428,4.89,5.081428571428571,5.272857142857143,5.464285714285714,5.655714285714286,5.847142857142857,6.038571428571428,6.2299999999999995,6.421428571428572,6.612857142857143,6.804285714285714,6.9957142857142856,7.187142857142857,7.378571428571428,7.57
Effektivare växtförädling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS raffinaderi,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,400000.0,400000.0,900000.0,900000.0,900000.0,1200000.0,1200000.0,1200000.0,1200000.0,1200000.0,1200000.0,1200000.0,1200000.0,1200000.0,1200000.0,1200000.0,1200000.0,1200000.0,1200000.0,1200000.0,1200000.0
Kvarvarande utsläpp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minskad användning av lösningsmedel,0.0,4.057142857142857,8.114285714285714,12.17142857142857,16.228571428571428,20.285714285714285,24.34285714285714,28.4,32.457142857142856,36.51428571428571,40.57142857142857,44.628571428571426,48.68571428571428,52.74285714285714,56.8,60.857142857142854,64.91428571428571,68.97142857142856,73.02857142857142,77.08571428571429,81.14285714285714,85.19999999999999,89.25714285714285,93.31428571428572,97.37142857142857,101.42857142857142,105.48571428571428,109.54285714285714,113.6,117.65714285714284,121.71428571428571,125.77142857142857,129.82857142857142,133.88571428571427,137.94285714285712,142.0
Ersättning av fluorerade gaser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vindkraft som ersätter avfallsförbränning,3.49,5.89,8.3,10.7,13.11,15.52,17.92,20.33,22.73,25.14,27.54,29.95,32.35,34.76,37.17,39.57,41.98,44.38,46.79,49.19,51.6,54.01,56.41,58.82,61.22,63.63,66.03,68.44,70.85,73.25,75.66,78.06,80.47,82.87,85.28,87.68
Andel persontransporter med tåg,9.0,9.1,9.3,9.5,9.6,9.8,10.0,10.1,10.3,10.4,10.6,10.8,10.9,11.1,11.2,11.4,11.6,11.7,11.9,12.0,12.2,12.4,12.6,12.9,13.1,13.3,13.5,13.7,13.9,14.1,14.4,14.6,14.8,15.0,15.2,15.4
Antal nya lägenheter i trähus,1047.0,3747.5,6448.0,9148.5,11849.0,14549.5,17250.0,19950.5,22651.0,25351.5,28052.0,30752.48,33452.96,36153.44,38853.92,41554.4,44254.880000000005,46955.36,49655.84,52356.32,55056.8,57757.28,60457.76,63158.24,65858.72,68559.2,71259.68,73960.16,76660.64,79361.12,82061.6,84762.08,87462.56,90163.04000000001,92863.52,95564.0
Andel biodrivmedel,4.7,5.2,5.7,6.1,6.6,7.1,7.6,8.1,8.6,9.0,9.5,10.0,12.8,15.6,18.3,21.1,23.9,26.7,29.4,32.2,35.0,39.3,43.7,48.0,52.3,56.7,61.0,65.3,69.7,74.0,78.3,82.7,87.0,91.3,95.7,100.0
Antal konverterade naturgaspannor,0.0,25.714285714285715,51.42857142857143,77.14285714285714,102.85714285714286,128.57142857142858,154.28571428571428,180.0,205.71428571428572,231.42857142857144,257.14285714285717,282.8571428571429,308.57142857142856,334.2857142857143,360.0,385.7142857142857,411.42857142857144,437.14285714285717,462.8571428571429,488.5714285714286,514.2857142857143,540.0,565.7142857142858,591.4285714285714,617.1428571428571,642.8571428571429,668.5714285714286,694.2857142857143,720.0,745.7142857142858,771.4285714285714,797.1428571428572,822.8571428571429,848.5714285714286,874.2857142857143,900.0
Andel resor genom kollektivtrafik,10.26,10.466,10.672,10.878,11.084,11.29,11.496,11.702,11.908,12.114,12.32,12.526,12.732,12.938,13.144,13.350000000000001,13.556000000000001,13.762,13.968,14.174000000000001,14.38,14.624,14.868,15.112,15.356,15.6,15.879999999999999,16.16,16.44,16.72,17.0,17.44,17.88,18.32,18.759999999999998,19.2
